スポット名,名称カナ,郵便番号,都道府県,市区町村,住所１,住所２,緯度,経度,詳細,営業時間,定休日,駐車場,平均予算,電話番号,URL
竹寿司,,424-0829,静岡県,静岡市清水区,巴町11-14,,35.016143,138.4873,しずまえ鮮魚を美味しいお寿司で食べるならここ！,,,,,054-352-9540,
ろばた焼 おいげん家,,424-0829,静岡県,静岡市清水区,巴町11-22,,35.016643,138.487275,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-353-0173,
ろばた都,,424-0829,静岡県,静岡市清水区,巴町11-25,,35.016671,138.487542,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-353-8539,
若すぎ,,424-0829,静岡県,静岡市清水区,巴町12-2,,35.016885,138.487533,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-352-1555,
芦家 力蔵,,424-0829,静岡県,静岡市清水区,巴町12-3,シティコーポ新清水2F,35.016935,138.487431,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-354-5378,
一代 本店,,424-0829,静岡県,静岡市清水区,巴町2-13,,35.017788,138.486536,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-353-0707,
一期,,424-0829,静岡県,静岡市清水区,巴町2-3,,35.017729,138.486892,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-354-0158,
若ざわ 巴町店,,424-0829,静岡県,静岡市清水区,巴町6-11,,35.015955,138.486842,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-352-7060,
巴すし,,424-0829,静岡県,静岡市清水区,巴町7-24,,35.015541,138.486953,しずまえ鮮魚を美味しいお寿司で食べるならここ！,,,,,054-352-7402,
藤吉郎,,424-0829,静岡県,静岡市清水区,巴町7-26,,35.01568,138.486878,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-388-9237,
日本料理・寿司処 富貴庵,にほんりょうり・すしどころ　ふうきあん,424-0875,静岡県,静岡市清水区,馬走1500-2,,34.98016,138.465289,レストラン・寿司処とどちらもご用意しております。,【レストラン】11:30～15:00（14:30LO）・17:00～21:00（20:30LO）【寿司処】11:30～15:00（14:30LO）17:00～22:30（22:00LO）,ホテル指定日に準ずる,400台,,054-335-1155,www.ndhl.jp
魚政,,424-0212,静岡県,静岡市清水区,八木間町2-1,,35.058722,138.523548,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-369-1375,
カネショウ水産(株),,424-0103,静岡県,静岡市清水区,尾羽179-2,,35.043471,138.487438,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-364-8818,
魚初,,424-0945,静岡県,静岡市清水区,美輪町3-12,,35.000492,138.474451,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-352-0271,
なすび総本店,なすびそうほんてん,424-0941,静岡県,静岡市清水区,富士見町5-8,,35.009014,138.489844,毎日由比港より直接しずまえ鮮魚が届きます。,11:30～14:30 17:00～22:00,無し,20台,,054-352-1006,
川京,,424-0872,静岡県,静岡市清水区,平川地3-20,,35.011221,138.465649,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-345-5730,
寿司元,,424-0003,静岡県,静岡市清水区,蜂ヶ谷282,,35.040634,138.460857,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-365-1040,
居酒屋 和子,,424-0003,静岡県,静岡市清水区,蜂ヶ谷48-3,,35.039612,138.458438,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-363-3090,
グリーンハウス,,424-0003,静岡県,静岡市清水区,蜂ヶ谷514-4,,35.041637,138.455083,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-363-0158,
武田魚店,,424-0814,静岡県,静岡市清水区,本郷町8-20,,35.02542,138.485925,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-367-1864,
寿司安,,424-0826,静岡県,静岡市清水区,万世町1-5-13,,35.012699,138.487908,しずまえ鮮魚を美味しいお寿司で食べるならここ！,,,,,054-352-9275,
トラットリア ダ イケダ ペル ピーコック,,424-0873,静岡県,静岡市清水区,有東坂1-224-272,,35.00893,138.46836,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-346-4434,
井筒屋,いつつや,421-3103,静岡県,静岡市清水区,由比314,,35.107134,138.566284,由比倉沢の定置網の新鮮な魚が揃っています,11:30～14:00／17:00～19:00,月曜日（祭日の時翌日）,７台,,054-375-2039,
吉岡魚店,,421-3103,静岡県,静岡市清水区,由比324,,35.1069,138.565868,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2512,
玉鉾,たまほこ,421-3103,静岡県,静岡市清水区,由比450-1,,35.10599,138.564015,由比倉沢の定置網の新鮮な魚が揃っています,11:00～18:00,不定休,5台,,054-375-5357,
豊島商店,,421-3103,静岡県,静岡市清水区,由比464-1,,35.108712,138.565076,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2451,
(株)カタヤマキ,,421-3103,静岡県,静岡市清水区,由比470-16,,35.112414,138.561746,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2108,
玉舟商店,,421-3103,静岡県,静岡市清水区,由比470-17,,35.11215,138.56211,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3829,
こめや食品(株),,421-3103,静岡県,静岡市清水区,由比470-18,,35.111836,138.562504,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-376-0222,
青島商店,,421-3103,静岡県,静岡市清水区,由比471-17,,35.112692,138.562043,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2243,
食堂 さくら,,421-3103,静岡県,静岡市清水区,由比67-9,,35.106645,138.567407,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-377-1070,
ゆい桜えび館,,421-3103,静岡県,静岡市清水区,由比672-1,,35.10932,138.567568,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-375-2448,
今村義一商店,,421-3107,静岡県,静岡市清水区,由比阿僧39-8,,35.115008,138.559374,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2279,
ヤマボシ鮮魚店,,421-3111,静岡県,静岡市清水区,由比今宿1-10,,35.101091,138.554786,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2347,
桑原商店,,421-3111,静岡県,静岡市清水区,由比今宿1-15,,35.10091,138.554661,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3039,
ごはん屋さくら,,421-3111,静岡県,静岡市清水区,由比今宿1027-8,,35.096624,138.552823,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-376-0101,
由比港漁協 浜のかきあげや,,421-3111,静岡県,静岡市清水区,由比今宿1127,,35.098422,138.556019,美味しい『しずまえ鮮魚』を食べるならココ！,,,,,054-376-0001,
由比港漁業協同組合 直売所,,421-3111,静岡県,静岡市清水区,由比今宿1127,,35.098422,138.556019,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-377-1111,
(有)かくまつ岩松商店,,421-3111,静岡県,静岡市清水区,由比今宿133-1,,35.099385,138.554064,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-376-0081,
佐野鋭郎商店,,421-3111,静岡県,静岡市清水区,由比今宿158-7,,35.09881,138.553317,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2221,
すし処 銀太,ぎんた,421-3111,静岡県,静岡市清水区,由比今宿165,,35.098258,138.55312,由比倉沢の定置網の新鮮な魚が揃っています,13:30～20:00,不定休,4台,,054-375-5000,
魚仙,,421-3111,静岡県,静岡市清水区,由比今宿18,,35.101971,138.555555,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3067,
あおぞら,あおぞら,421-3111,静岡県,静岡市清水区,由比今宿195-1,,35.097249,138.552278,由比倉沢の定置網の新鮮な魚が揃っています,11:00～19:00頃,月曜日,2台,,054-375-2411,
米屋本店,,421-3111,静岡県,静岡市清水区,由比今宿24,,35.102207,138.55578,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2038,
マルワ食品,,421-3111,静岡県,静岡市清水区,由比今宿308-30,,35.101171,138.553872,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-376-0282,
岩儀商店,,421-3111,静岡県,静岡市清水区,由比今宿345,,35.102852,138.554458,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2925,
ヤマコウ商店,,421-3111,静岡県,静岡市清水区,由比今宿348-6,,35.102141,138.554338,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2200,
渡邊商店,,421-3111,静岡県,静岡市清水区,由比今宿350-1,,35.101721,138.55445,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-4324,
福島昇商店,,421-3111,静岡県,静岡市清水区,由比今宿392-20,,35.103557,138.55638,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3003,
渡伝商店,,421-3111,静岡県,静岡市清水区,由比今宿4-1,,35.101463,138.554916,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2203,
田辺商店,,421-3111,静岡県,静岡市清水区,由比今宿54,,35.102452,138.556663,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2726,
(有)望仙,,421-3111,静岡県,静岡市清水区,由比今宿66,,35.101968,138.556116,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3079,
(株)上野水産加工,,421-3111,静岡県,静岡市清水区,由比今宿85,,35.10126,138.555513,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2815,
魚和,,421-3111,静岡県,静岡市清水区,由比今宿992-1,,35.096052,138.551767,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2604,
宮原商店,,421-3111,静岡県,静岡市清水区,由比今宿992-7,,35.096147,138.551825,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2218,
見晴旅館,みはらし,421-3111,静岡県,静岡市清水区,由比今宿996-1,,35.096647,138.552184,由比倉沢の定置網の新鮮な魚が揃っています,【ランチ】11:30～14:00／17:00～21:00予約のみ,木曜日,7台,,054-375-2503,
平田菊次郎商店,,421-3112,静岡県,静岡市清水区,由比寺尾531-1,,35.092772,138.550107,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3610,
河西商店,,421-3112,静岡県,静岡市清水区,由比寺尾550,,35.0933,138.549982,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-4465,
小倉食品工業(株),,421-3112,静岡県,静岡市清水区,由比寺尾821-1,,35.094938,138.551753,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3191,
魚庄,,421-3105,静岡県,静岡市清水区,由比町屋原112,,35.104107,138.559593,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2220,
(株)原浦商店,,421-3105,静岡県,静岡市清水区,由比町屋原127,,35.103921,138.558496,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2939,
古牧角次郎商店,,421-3105,静岡県,静岡市清水区,由比町屋原137,,35.103624,138.558032,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2431,
柚木商店,,421-3105,静岡県,静岡市清水区,由比町屋原164-19,,35.105343,138.557788,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2055,
(有)フルマキ,,421-3105,静岡県,静岡市清水区,由比町屋原187-5,,35.105865,138.557877,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3512,
西澤魚店,,421-3105,静岡県,静岡市清水区,由比町屋原42-1,,35.102541,138.556805,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2617,
開花亭,かいかてい,421-3105,静岡県,静岡市清水区,由比町屋原608,,35.104107,138.555702,由比倉沢の定置網の新鮮な魚が揃っています,13:30～14:30,不定休,20台,,054-375-3055,
池田賢司商店,,421-3105,静岡県,静岡市清水区,由比町屋原61-2,,35.103029,138.557919,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-5155,
さすぼし蒲鉾(株),,421-3105,静岡県,静岡市清水区,由比町屋原69,,35.103204,138.558435,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2007,
渡辺忠夫商店,,421-3105,静岡県,静岡市清水区,由比町屋原85,,35.103577,138.559357,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2917,
原藤商店,,421-3105,静岡県,静岡市清水区,由比町屋原88,,35.103632,138.55951,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-376-0052,
くらさわや,くらさわや,421-3114,静岡県,静岡市清水区,由比東倉沢69-1,,35.086428,138.547849,由比倉沢の定置網の新鮮な魚が揃っています,11:00～14:15／17:00～19:15,月曜日（祭日の時翌日）,10台,,054-375-2454,
魚ひさ,,421-3104,静岡県,静岡市清水区,由比北田131,,35.106493,138.56061,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2340,
(有)サスニ古牧芳男商店,,421-3104,静岡県,静岡市清水区,由比北田131-10,,35.10669,138.559991,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2467,
福島久之商店,,421-3104,静岡県,静岡市清水区,由比北田142-4,,35.108095,138.560063,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-376-0203,
牧野菊夫商店,,421-3104,静岡県,静岡市清水区,由比北田62-1,,35.104524,138.561765,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-2414,
望月食品工業,,421-3104,静岡県,静岡市清水区,由比北田83,,35.104912,138.561546,美味しい『しずまえ鮮魚』を始めとした水産物を買うならココ！,,,,,054-375-3155,
菊屋,きくや,421-3104,静岡県,静岡市清水区,由比北田87,,35.10501,138.561793,由比倉沢の定置網の新鮮な魚が揃っています,11:00～15:00,火曜日,2台,,054-375-2822,
